INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
14465,0,14.6,1.98,0.97,1.9,0.119,-70,-191,0.99585,3.39,,12.85,1,8,1
14468,4,7.9,0.19,0.45,1.5,0.644,,96,0.9917,,0.39,12.8,0,9,2
14470,4,6.3,-0.68,-0.16,55.2,0.251,48,4,0.9934,3.37,0.5,12.3,1,7,3
14471,0,12.2,0.39,0.39,65.6,0.117,14,470,0.97784,2.71,,3.2,0,7,
14472,6,6.7,1.65,0.31,2.1,0.12,-458,343,1.03106,3.08,0.78,13,0,7,3
14473,5,-4,-0.07,-0.51,-1.1,0.047,60.5,156,0.9984,3.06,0.45,7.7,1,8,2
14474,0,11.3,0.79,1.48,48.45,-0.412,12,456,0.97347,3.24,0.75,11.7,0,12,
14475,0,9,0.45,-1.67,-29.6,-0.798,-362,75,1.02376,3.35,0.26,9.7,1,10,
14476,6,14.9,1.54,-0.19,11.2,0.031,38,-140,0.9948,3.12,0.43,13.7,1,8,2
14477,3,7.2,0.22,0.54,16.7,0.045,54,200,1.05249,3.42,,11.9,-1,8,1
14478,2,6.7,-0.95,0.24,2.7,0.017,22,-210,0.97511,3.03,0.37,16.4,-1,7,
14479,1,0.5,0.57,0.02,-38.1,0.115,73,-212,0.99654,3.38,0.69,9.5,-2,7,
14480,0,13.3,0.12,0.49,6.4,-0.312,-279,94,0.9945,3.46,0.44,14.2,0,7,1
14481,5,-1.3,-1.15,0.21,,0.035,289,-7,0.9942,,,7.1,0,7,2
14482,4,5.7,1.68,0.21,-42.9,-1.126,30,431,1.00884,3.29,2.14,5.8,0,6,2
14485,5,8,-0.86,0.39,119.7,0.096,20,125,1.0276,4.67,1.34,23.6,0,7,1
14486,0,5,-1.82,0.81,-27.4,0.475,-145,46,0.99258,2.98,0.59,12.5,0,6,
14487,0,9.8,0.2,0.44,14.1,-0.488,-216,145,1.0006,3.28,-1.02,8.8,1,9,
14488,4,1.9,0.2,1.63,-3.7,-0.448,30,89,0.99078,3.27,0,11.9,0,6,3
14489,0,6.8,0.37,1.17,-32.5,-0.371,-135,106,0.98106,3.34,0.66,12.6,0,7,
14492,5,8.2,0.55,0.43,-112.6,0.035,-519,390,0.94846,3.1,-0.59,16.5,1,9,2
14493,2,6.1,0.17,0.4,9.1,0.326,83,606,1.01775,2.1,0.5,6.1,-1,7,1
14495,3,7.9,-0.97,0.36,16.1,0.038,11,307,0.9928,2.81,0.48,11,0,9,1
14497,0,6,0.26,0.47,-13.7,0.56,-190,382,1.04846,,-0.33,8.4,1,11,
14498,5,11.6,1.63,0.64,50.7,0.036,34,30,0.99028,2.16,0.63,6.1,0,7,2
14499,4,7.6,0.25,-0.77,5.1,0.047,61,322,0.99604,2.45,1.14,9.2,1,7,1
14500,3,0.6,-0.73,-0.78,16.7,0.045,-45,603,0.999,2.31,0.49,14.7,-1,8,2
14501,5,6.2,1.7,-0.81,5,0.552,50,188,0.99318,3.23,1.3,10.8,1,7,2
14502,5,6.1,1.43,0.46,-20,0.334,61,210,1.00098,3.11,0.59,9.7,1,7,3
14508,3,32.5,0.16,0.65,1.5,0.048,16,176,0.994,3.32,0.42,9.7,-1,9,2
14509,7,6.9,0.45,0.24,2.1,0.411,-236,121,1.00664,4.24,,13.2,2,7,4
14510,1,5.9,0.37,-0.39,36.4,0.036,34,-247,1.02718,4.01,-0.9,9.8,-2,6,1
14511,4,7.6,0.17,0.27,-24.4,,-180,,0.97819,2.11,0.47,9.5,0,8,2
14513,2,3.8,1.61,1.61,4.75,-0.051,45,1,0.9928,2.26,0.96,11.5,-1,8,2
14514,4,-1.9,0.265,0.22,68.9,0.048,-187,198,0.9955,4.23,-0.36,9.1,1,7,3
14515,1,15.5,-1.09,-0.13,-1.9,0.051,245,173,1.04143,2.51,-2.62,9.9,-2,7,
14516,4,5.4,-0.02,0.33,-40.4,0.042,36,257,0.99215,3.29,,10.7,1,7,3
14517,6,13.7,0.33,0.3,,0.036,146,124,0.98922,2.13,-0.84,13.1,1,7,4
14518,0,6.2,1.26,-1.02,2.2,-0.038,-191,42,0.96714,,0.57,7.1,0,7,
14519,6,6.4,0.25,0.3,4.5,-0.425,-199,-93,0.9921,3.18,-1.23,11.1,1,7,4
14521,3,7.5,-0.93,1.88,13,0.017,46,304,1.01146,3.08,-0.88,11.1,0,8,2
14522,3,27.4,0.15,0.55,5.9,-0.134,75,202,1.03028,3.15,2.49,9.3,0,7,
14523,0,14,1.67,1.94,3.8,-0.298,-135,,1.0014,2.85,,7.9,0,15,
14524,0,12,0.6,-0.97,-38.1,0.055,7,13,0.99639,3.38,0.56,,0,8,
14525,0,15.1,0.855,-1.55,77.7,0.062,15,-176,0.99627,3.5,1.02,12.4,-1,7,
14526,3,6.6,0.21,0.36,,-0.477,260,526,0.99165,3.24,2.34,8.7,-1,7,2
14528,0,2.4,0.26,0.24,-33.9,0.043,70,154,0.96428,3.63,,13.9,1,7,
14529,4,16,0.32,0.27,7.1,0.027,37,521,0.99165,2.22,0.6,12.6,-1,8,1
14530,0,13.6,0.31,-0.5,-38.4,,-105,,1.08215,3.21,-0.42,4.4,-1,7,
14533,0,7.2,1.67,0.83,34.6,0.058,,415,1.04876,4.11,0.76,4.7,1,8,
14534,2,6.6,1.19,-1.15,,,299,1011,0.98175,3.21,1.21,9.2,-1,7,
14536,3,-5.5,-0.79,0.34,-34.3,0.601,136,111,0.98961,2.67,0.37,,-1,7,2
14537,3,2.4,0.31,0.91,1,0.101,245,120,1.00578,3.06,,9.5,0,7,1
14538,0,6.6,0.88,1.04,23.8,-0.127,153,-270,0.99636,3.53,0.56,5.3,-1,8,
14539,3,9,0.25,-0.84,-50.2,0.045,54,208,0.96686,3.74,0.46,,0,7,1
14540,6,2,0.35,0.3,14.2,0.048,-183,286.5,0.97229,3.13,2.09,8.9,0,8,3
14541,4,7.2,-0.75,0.33,1.1,0.027,-230,63,0.9937,2.78,0.22,16.3,1,8,2
14542,5,11.7,-0.54,0.44,10.3,0.478,,98,0.99564,3.99,0.38,12.6,-1,7,3
14544,3,6,1.43,-0.09,-45.3,0.032,-36,360,0.99622,2.48,1,9.1,0,7,
14545,0,5.1,1.6,0.33,4.2,0.027,39,113,0.98946,3.35,-0.5,11.4,0,6,
14546,6,10,-1.11,0.39,,-0.512,163,136,0.95701,4.18,0.48,8,1,8,2
14547,2,9.7,0.48,-1,0.9,0.384,-90,99,0.99226,3.14,-0.23,,0,7,
14548,3,6.9,0.17,0.25,73.3,0.047,265,526,0.9914,2.42,0.48,6.9,0,7,
14549,4,6.7,0.66,0,13,-0.544,129,193,1.00698,4.07,0.5,20.4,0,7,2
14550,4,1,0.31,1.61,7.4,-0.998,-25,208,0.98449,3.57,0.31,9.8,0,8,3
14551,2,7.1,0.25,0.25,16,0.77,64,165,0.948,3.24,-1.04,9.5,-2,6,1
14552,0,11.7,0.22,-1.23,1.4,-0.562,179,-236,0.98958,3.79,0.7,11.7,-1,7,
14553,5,8.1,-0.57,0.39,,0.136,-62,261,0.98361,3.23,-1.03,15.2,1,9,2
14555,0,9.3,1.14,0.48,3.8,0.132,-188,11,0.99577,3.72,1.05,13.2,-1,10,
14558,3,6.9,1.01,2.02,25.4,-0.526,48,632,1.03311,3.15,0.54,11.1,0,8,1
14559,3,9.2,0.29,-2.14,7.7,0.09,51,492,1.07123,4.16,1.5,9.5,0,8,2
14560,4,5.6,0.25,0.19,2.4,0.049,-182,166,0.992,5.09,-0.29,6.7,0,6,3
14563,0,8.9,0.24,0.39,10,0.648,-213,80,1.00572,3.12,0.59,10.8,1,10,
14564,1,-1.6,1.68,0.46,5,0.083,3,29,0.9906,3.04,-0.92,16,-1,8,2
14565,0,6.4,1.03,1.11,2,0.109,18,-210,0.99273,3.38,,7.3,-1,7,
14566,4,5.6,1.05,0,-29.9,-0.104,,139,1.00787,2.93,0.46,16.3,0,6,3
14569,4,8.5,0.17,-0.81,1.4,0.028,,-27,0.9928,3.23,-1.09,10.1,0,7,2
14570,3,8,-0.84,1.75,41.35,0.056,81,263,0.9997,2.65,0.53,9.2,-1,9,2
14571,4,2.2,-1.255,0.16,12.55,-0.483,31,-298,0.99564,3.4,1.8,10.8,0,6,2
14572,2,7.6,0.19,0.36,2.4,0.406,261,,0.94957,3.6,0.46,5.5,-1,8,1
14573,0,7.4,-2.28,-1.96,9.7,-0.165,24,222,0.9961,3.42,,11.5,0,8,1
14576,4,15.2,1.14,0.72,1.6,0.043,,87,0.9911,4,0.48,11.9,0,9,3
14577,2,11.5,-1.12,-0.88,-53.9,0.035,23,110,0.94598,2.24,0.77,,-1,8,
14578,5,6.8,0.18,-0.5,9.8,-0.131,256,113,0.96315,3.12,-0.1,,0,7,2
14580,4,5.8,-0.85,0.39,45.8,0.038,-131,136,0.96246,3.26,0.59,8.1,0,6,3
14583,5,13.7,-0.35,0.26,61.4,0.03,12,76,1.00668,2.35,0.37,10.9,0,6,2
14584,3,1,-1.11,0.01,,0.051,33,173,0.9907,3.09,0.64,3.8,0,8,1
14585,4,-2.3,0.3,0.18,13.4,0.046,-35,206,0.93205,1.98,0.43,9.5,0,7,2
14587,0,7.4,3.565,1.69,-44.8,0.094,19,98,1.02505,5.64,,17.166666667,0,8,
14588,0,8.9,-0.67,0.2,10.7,0.12,123.5,11,0.99669,1.1,0.48,10.6,0,10,
14589,2,7.8,-0.355,0.6,61.6,0.007,-522,504,1.03898,2.62,0.98,6.9,-2,9,1
14590,4,7.6,-0.77,0.58,16.75,-0.109,-390,-232,1.02972,3.15,-0.45,9.2,1,9,2
14592,3,6.7,1.43,-0.92,5,-0.006,-127,145,1.03353,2.97,1.6,9.4,0,7,
14593,4,2.3,-0.92,0.34,7.8,0.036,49,128,0.99397,3.44,0.4,5,0,8,3
14594,0,5.3,-0.13,-0.64,18.2,0.247,23,,0.99269,3.41,1.5,12.1,0,8,1
14595,0,10.2,0.24,1.21,-25.2,0.042,42,123,1.02675,3.34,1.34,10.9,0,7,1
14596,2,6.7,0.77,0.39,55,0.183,348,,0.99794,3.31,1.24,9.3,-1,8,3
14597,4,7.3,0.2,-1.18,19.5,0.147,-132,73,1.0122,4.13,0.48,14.7,0,8,1
14601,4,7.1,0.28,0.19,12.8,0.04,-173,-147,0.98011,3.23,0.16,15.5,1,8,3
14602,5,18.3,0.61,0.37,-9.8,-0.411,34,417,0.99045,3.26,0.6,,0,7,2
14603,4,7.8,1.21,-0.46,34.5,0.547,301,159,0.9911,,1.57,11.9,0,9,
14604,4,5,1.535,0.07,7.1,,34,557,0.9945,4.29,0.57,10.2,0,6,2
14605,1,15.2,1.085,0.51,14.6,0.784,337,138,1.05955,3.09,-0.52,9.1,-2,9,
14606,2,-3.9,0.495,-0.55,5,0.209,51,-194,0.99396,3.3,,9.3,-1,7,2
14607,3,-3.4,1,-1.03,9.4,0.307,-228,946,0.99714,3.07,0.61,9.4,0,8,2
14608,3,8,-1.155,-1.05,1.9,-0.412,-39,,0.9639,3.34,0.65,10.5,-1,9,1
14609,1,6.6,0.25,-0.49,8.1,-0.027,54,255,0.9958,2.69,3.85,6.1,-2,7,
14610,3,-3.4,0.52,0.42,1.1,0.545,-156,197,1.01482,3.78,-3.03,5.3,0,7,
14611,4,2.3,0.34,0.21,6.6,0.04,256,167,0.99956,3.29,0.62,10,1,6,2
14614,6,6,1.13,1.12,30,0.499,168,145,1.0006,2.13,-1.76,8.8,0,9,4
14615,0,3.1,-0.9,0.13,20,0.036,111,219,0.99388,,0.01,9.7,-1,8,
14616,4,7.8,-0.66,0.25,1.4,0.036,403,83,1.01217,3.03,,16.9,0,8,2
14617,2,6.8,-0.51,1.84,1.6,-0.559,10,-152,0.9948,2.2,0.22,13,-1,7,2
14618,6,0.3,-1.2,1,-38.7,0.46,69,393,1.0004,3.15,1.89,9.3,1,9,2
14619,2,16.8,0.28,0.41,-60.9,0.044,-62,,0.98671,3.28,0.45,15.2,-1,8,2
14620,3,6.9,1.51,1.07,3.3,0.271,26,124,0.96993,3.18,-0.85,10,-1,7,3
14621,4,5,1.46,1.94,34.9,-0.162,55,177,0.9983,4.75,-0.68,9.9,0,7,2
14622,2,6.3,1.53,-0.56,8.8,0.08,30,114,0.99803,3.47,0.66,15.7,0,7,
14623,3,2.1,-1.16,0.28,4.75,0.042,-224,166,0.9928,1.31,-0.44,11.5,0,8,1
14625,0,1.9,1.76,0,57.9,0.08,22,36,0.95515,3.4,0.74,9.7,0,7,
14627,0,7,1.5,1.05,8.8,0.455,28,-67,0.99898,4.67,1.23,9.7,1,8,
14628,0,13.4,-0.425,0.11,1.9,0.308,16,867,1.03769,3.19,-0.3,12.1,1,9,
14629,2,8.3,0.825,0.15,1.8,,-14,-353,0.9968,3.23,0.77,9.5,-1,9,2
14631,4,7.5,-1.3,0.44,11.3,-0.033,94,63,1.0438,2.39,0.45,15.1,0,8,2
14632,0,17.4,1.42,0.89,57.3,0.107,-207,,0.99608,2.75,,6.3,0,9,2
14634,1,6.3,0.46,1.12,7.6,0.397,-152,153,0.96765,3.16,0.54,3.1,-1,7,1
14635,5,0.9,0.08,-0.66,17.2,-0.483,-60,424,1.04751,3.23,0.43,8.8,1,7,2
14636,4,10.2,0.43,-0.44,-17.05,0.452,,-623,1.04121,2.73,1.39,17.6,0,7,3
14637,3,13,0.91,0.42,-18.7,-0.431,34,-124,1.02317,3.53,0.46,4.6,1,11,3
14638,3,4.4,0.97,0.41,55.6,0.044,-102,126,0.96467,3.28,0.47,5.8,0,8,1
14640,0,7.9,0.28,-0.41,1,0.04,32,576,0.97041,2.88,0.41,-3.4,0,9,
14641,4,7.6,0.14,0.74,,0.04,27,92,0.96932,3.74,-0.3,10.4,-1,8,1
14644,0,-1.8,0.56,0.06,3.4,0.576,37,153,0.98303,4.02,0.65,10.1,1,10,
14645,4,4.2,0.25,0.32,5.5,-0.474,41,176,0.995,3.19,0.68,,0,7,2
14646,4,1,1.72,0.26,9.55,0.474,35,91,0.9919,3.14,0.37,12.4,0,7,4
14647,4,8.2,0.3,0.44,12.4,0.183,313,154,0.99452,5.09,0.33,21.6,0,9,1
14648,0,7.8,-0.7,1.62,52.4,0.114,-56,29,0.95931,2.37,1.56,11.7,1,9,
14651,5,16.1,1.57,0.34,-5.3,-0.463,34,134,1.0252,3.21,0.38,14.3,1,7,4
14652,0,15,0.915,0.03,-59.4,0.222,261,58,0.995,3.61,0.49,9.6,1,7,
14654,0,6,2.62,0.27,15.5,0.297,31,-94,0.99408,2.55,1.25,8.9,0,7,
14657,0,6.5,0.23,1.49,6.4,0.152,-203,238,0.9555,3.15,0.42,9.5,-1,7,
14658,0,2.3,1.66,1.67,2.1,0.062,-369,14,1.00734,3.44,-0.73,10.6,0,11,
14659,3,13.4,0.43,0.49,-3.8,0.042,,43,1.00755,3.84,1.59,10.2,0,9,
14660,0,8.2,1.06,0.49,2.3,0.099,47,133,0.98935,2.17,-0.23,15.3,0,9,
14661,3,14.5,-0.33,-0.11,,0.596,126,485,0.98889,3.33,0.54,13.8,-1,6,3
14664,3,13.9,0.67,-1.47,45.3,0.02,-151,-187,0.98722,3.3,0.34,8.3,0,5,2
14665,3,7,0.85,-1.25,11.6,-0.175,-175,31,0.98066,2.47,0.47,9.4,0,8,2
14666,3,6.1,1.86,0.32,6.2,0.173,10,94,0.9583,3.35,0.47,10.1,0,7,
14667,3,6.2,-0.01,0.31,-28.4,0.088,15,229,0.9969,3.66,0.79,12,0,7,1
14668,6,7.8,0.32,0.33,10.4,0.872,47,194,0.97214,3.8,0.58,9.6,2,8,3
14669,5,6.1,-0.18,2.11,-8.3,0.297,-22,134,0.9903,3.9,2.11,10.8,0,7,3
14670,4,14.4,0.82,0.2,8,0.485,-190,299,0.99445,3.98,0.08,8.7,0,7,2
14671,4,6.5,-0.34,0.4,,0.041,52,-184,0.99268,3.16,1.37,7.5,0,7,2
14672,4,6.2,0.92,0.59,36.6,0.253,17,51,0.9932,4.52,0.7,,0,7,3
14675,3,29.4,-1.11,0.27,-53,0.044,45,-20,1.04485,3.2,1.32,9.8,-1,7,
14677,3,17.5,0.88,0.35,39.2,0.643,19,-311,0.9938,3.3,0.53,,-2,7,2
14678,5,7.5,0.14,0.32,-5,0.039,54,560,0.9956,3.22,0.43,7.6,1,7,2
14679,4,7.5,-0.18,-1.29,2.6,0.739,8,33,0.9968,2.32,1.56,11.6,0,8,2
14680,0,6.5,0.24,0.28,-6.3,-0.844,26,83,0.98928,3.25,0.38,,-1,7,
14681,0,10.9,0.39,-0.65,1.8,0.052,214,-59,1.04866,3.75,0.75,9.8,0,12,2
14683,6,8.6,0.69,0.49,9.4,0.056,29,-113,1.01167,2.7,1.29,17.8,1,8,3
14684,5,17.2,-0.99,-0.75,,-0.444,24,295,0.95363,3.11,2.69,11.2,0,7,2
14686,3,-10.1,-0.01,0.44,6.5,0.503,150,161,0.9952,4.23,-0.88,9.5,0,8,1
14687,5,4.5,1.555,0.4,7.4,0.096,6,28,0.99704,3.07,0.65,10.033333333,1,12,2
14688,3,4.3,1.35,-1.29,121,0.408,193,209,1.01078,3.45,1.31,11.5,-1,8,2
14690,0,2.5,-0.62,0.42,2,0.015,11,27,1.02801,3.44,2.35,9.4,0,9,
14691,4,8.6,-0.57,0.26,55.6,0.502,-73,529,0.9926,3.37,0.44,10.4,0,7,2
14692,2,5.3,1.15,0.35,,0.314,121,67,1.02976,3.3,2.47,8.7,0,6,1
14694,2,7.9,0.53,0.27,-4,0.404,15,486,0.98864,2.2,0.66,9.4,-2,9,
14695,0,13.9,0.55,-0.67,-35.2,0.106,12,-345,0.9959,3.05,0.63,9.2,-1,8,
14696,4,17.6,0.18,0.43,-19.75,-0.78,53,174,0.95226,3.25,0.35,10.5,0,7,3
14698,0,10.6,-0.45,2.03,-8.3,0.544,-141,-2,0.9976,3.94,0.35,9.8,1,11,
14699,4,3.7,-0.77,0.26,-8.9,0.052,45,293,0.99388,3.16,0.4,7.5,0,7,
14701,0,5.7,0.265,1.24,60.3,,122,150,0.99299,3.36,1.72,8.7,1,6,
14702,5,8.2,1.76,-0.71,-10.2,-0.554,31,-505,1.01196,3,,13.5,0,9,1
14703,4,7.2,0.32,-0.77,8.25,0.02,-170,104,1.00303,2.99,0.44,2.1,0,8,
14705,3,6.6,-0.35,0.35,32.4,0.031,307,-189,0.9938,3.19,0.23,10.5,0,7,2
14706,4,6.4,0.33,-1.07,7.2,-0.067,42,567,0.99331,2.19,1.63,14.8,0,7,1
14707,4,-0.5,0.46,0.42,42.1,0.269,,123,0.99477,3.14,3.03,10.9,0,8,2
14708,1,9.2,0.33,1.22,7.4,-0.501,,600,0.9954,3.19,,10.1,-2,10,1
14709,3,1.4,2.95,0.54,7,0.604,-106,-95,0.99454,3.19,-0.31,10.4,0,7,1
14711,5,4.3,0.29,-0.02,4.7,0.059,-332,81,0.99036,2.02,0.56,12.7,-1,7,2
14712,0,6.3,0.32,0.32,1.5,-0.119,24,98,0.98923,3.21,0.42,13.8,0,7,
14713,3,5.1,-0.18,0.18,67.4,-0.129,187,79,0.9932,3.32,0.43,11.6,0,6,2
14714,4,6.6,0.34,-0.6,60,0.046,68,-358,0.99494,3.15,,15.433333333,0,7,1
14715,2,8.4,0.07,1.28,1.5,-0.143,-173,442,0.97641,2.96,0.5,10.8,-1,8,2
14716,7,-1.1,-0.72,0.27,40.4,-0.563,30,134,0.9927,4.25,0.84,12.9,2,7,2
14717,3,6.6,-0.63,0.16,-56.7,0.299,-217,180,0.9958,3.08,2.16,10.2,0,7,1
14718,4,27.1,0.21,-0.86,1.2,0.04,230,-179,1.03216,3.57,-0.08,11.3,0,6,1
14720,4,7.1,-1.21,0.92,57.7,0.063,-156,-136,0.9911,3.36,0.42,8.9,0,7,1
14721,3,-5.3,-0.33,0.47,1.6,0.113,5,-184,1.04364,3.34,2.24,9.2,0,7,2
14722,3,6.8,-0.4,-0.87,7,0.038,-243,489,0.99206,1.76,1.14,14,-1,7,2
14723,2,7.4,0.21,1.54,67.8,0.513,77,509,0.96117,3.13,0.48,21,-1,8,
14725,4,6.7,1.17,0.33,76.3,0.051,,105,1.00157,4.42,0.38,9.9,1,7,2
14726,0,11.4,0.625,1.9,6.2,0.411,102,321,0.98899,3.11,0.87,12.3,1,13,
14727,3,18,0.63,0.58,94.65,0.05,-100,163,1.04487,2.5,0.54,9.2,0,9,2
14729,3,6.4,0.28,0.23,6,,95,464,0.994,3.15,-0.35,10.2,0,7,2
14730,2,19.3,0.6,0.1,2.2,0.02,-199,7,1.04153,2.39,-1.04,13.1,-1,9,
14731,5,13.6,0.35,-0.99,56.7,0.157,34,378,0.98516,3.11,0.53,9,1,8,1
14732,4,7.2,0.39,0.39,1.4,-0.383,32,150,0.95486,2.94,-0.9,9,0,8,2
14733,6,6.3,0.42,0.32,8.8,0.034,550,-543,0.99172,3.28,0.24,12.9,1,7,2
14734,3,9.6,-0.99,0.46,1.45,0.039,77.5,,0.9944,1.69,,9.5,-1,10,1
14737,3,9.1,-0.56,0,-25.7,0.05,-196,182,0.9795,3.35,0.52,15.8,-1,8,2
14738,3,5.8,0.28,0.57,61,0.026,36,164,0.98963,4.06,0.58,12.75,-1,6,1
14739,5,6.8,1.18,-0.25,43.7,0.031,22,134,0.98987,2.06,1.11,12.4,0,7,2
14740,0,11.9,2.005,0,,0.508,-68,-204,1.03037,3.59,2.39,4.7,1,7,
14742,4,6.9,0.26,0.85,62.7,-0.07,37,-88,1.00741,2.31,-0.4,11.4,0,7,2
14743,5,1.1,0.26,0.68,1.4,0.02,289,157,0.99089,1.04,2.3,19.9,0,7,2
14745,2,8,0.41,2.18,-26.4,0.574,22,148,0.99266,3.3,0.51,4.1333333333,-1,7,1
14746,3,0.3,0.34,0.26,69.4,-0.511,53,367,0.9984,4.61,0.55,,-1,7,1
14747,3,25.1,0.47,0.65,10.4,-0.164,,192,0.9976,2.96,0.42,10.4,0,8,
14748,2,5.6,2.07,-0.18,50.5,0.252,6,362,0.99974,2.74,0.62,8.7,0,6,
14749,0,13.9,1.33,2.83,-33,0.081,24,-299,0.99745,3.48,0.03,7.9,0,8,
14750,4,6,0.33,0.38,-26,0.206,191,-120,0.97509,4.53,0.26,23.3,0,7,2
14751,2,12.8,-1.93,0.39,7.8,,49,208,0.9976,3.66,0.51,14.5,-2,9,1
14752,5,7.4,-2.64,0.28,7.25,0.724,-53,61,0.99238,2.51,0.37,9.8,0,8,3
14754,0,6.8,0.2,0.78,1.2,-0.483,-183,68,0.9902,3.14,1.76,5.7,-1,7,
14755,6,2.7,0.105,0.29,3.5,0.32,-171,140,0.99142,3.93,0.55,11.7,1,7,3
14757,4,17.1,0.22,0.34,1.4,0.023,106,115,0.97857,4.17,0.7,11.7,0,7,2
14758,0,15.8,-0.46,1.25,9.8,0.031,-518,125,0.99476,2.49,-2.53,12.9,1,7,
14759,3,6.9,0.26,0.28,12.6,0.051,-104,173,1.00293,2.14,0.38,14.1,0,7,
14760,5,16.2,1,1.62,8.2,0.619,37,260,0.96443,2.87,2.32,11.6,1,11,3
14761,3,6,0.26,-0.87,-33.8,0.055,50,227,1.03343,2.01,,9,0,6,1
14763,4,8.2,1.26,1.42,72.4,-0.137,-225,512,1.04695,4.08,0.65,16.1,0,9,2
14764,6,7.1,0.31,0.37,-8.6,-0.299,222,114,1.0406,3.81,0.49,12.7,1,8,4
14766,3,17,0.52,1.38,3,0.094,,-59,0.94722,3.36,0.62,9.1,0,8,2
14767,4,6.4,0.1,0.35,4.9,-0.309,31,476,0.97842,4.17,0.79,9.7,0,7,1
14768,0,6.8,0.22,0.12,1.4,-0.058,34,336,0.97971,3.75,0.77,13,0,7,
14769,0,10.5,1.5,2.1,2.4,0.107,6,67,1.04647,1.63,,16.6,-1,12,1
14770,2,8.2,-0.29,0.45,-4.7,0.03,-151,118,0.9954,3.14,0.34,9.6,-1,9,1
14771,2,4.4,0.33,2.11,1.1,1.254,-179,,0.96641,3.09,0.57,3.6,0,8,
14772,4,7.5,-1.98,0.49,-44.3,-0.51,42,-165,0.964,2.27,1.01,5.8,0,8,1
14773,6,15.6,0.17,1.34,1.5,0.028,312,-286,0.9922,3.3,1.43,10.8,1,8,2
14774,0,6.5,0.22,0.41,-82.5,-0.084,240,-154,1.01158,3.23,,9.1,0,7,1
14775,3,3.9,0.2,0.49,2.9,-0.279,215,878,0.97808,3.16,1.28,6,0,9,
14776,5,17,0.18,0.3,12.8,0.062,-221,602,0.97639,3,0.52,5.5,0,7,3
14777,0,8.2,1.23,-0.78,2.4,0.021,-226,47,0.99599,3.27,0.81,11,-1,9,
14778,6,5.9,0.22,-0.35,2,0.553,313,92,0.99225,3.37,0.58,10.1,1,6,4
14779,4,16.8,0.95,2.05,15.4,0.052,81,586,0.9986,3.2,0.69,6.1,1,8,2
14780,3,5.3,0.2,0.37,1.5,0.049,28,129,0.93619,3.15,1.4,5.3,0,8,
14781,4,9.5,0.42,0.41,48.7,0.433,22,-202,0.9951,2.08,0.52,11,0,10,2
14782,0,0.4,0.805,1.28,2.5,0.068,7,-141,0.95542,,,9.8,1,8,
14785,0,6.8,1.01,0.3,12.8,-0.427,-112,171,0.99808,3,0.52,9,-1,7,
14787,1,7.3,-0.81,-0.59,29.3,0.044,45,7,0.9966,3.26,1.82,9,-2,8,
14788,5,-0.5,1.62,0.38,7.2,0.058,246,57,1.00002,3.09,1.1,14,1,8,3
14789,4,8.6,0.26,-1.16,2.2,0.049,108,111,0.9941,2.66,0.44,10,1,9,1
14791,5,13.7,2.13,0.36,-36.2,-0.004,130,-243,0.94039,3.7,0.68,7.7,0,6,2
14792,3,6.1,-0.93,0.44,1.5,0.345,502,-251,0.98947,3.3,0.45,9.6,0,7,1
14794,3,17.3,0.5,0.28,-48.3,-0.431,-17,-155,1.00597,4.14,0.6,14.2,0,8,2
14795,4,11.3,0.24,0.48,6.8,0.458,,134,0.94649,2.28,0.13,10,1,9,3
14797,5,6.8,0.21,0.74,58,,-101,108,0.9916,4.11,0.4,,1,8,3
14798,0,8.9,0.94,-2.58,2.6,0.056,-271,94,0.96586,,2.18,10.4,1,10,
14799,6,-2.3,-0.96,0.78,,,32,111,0.99455,3.25,0.88,17,1,7,3
14800,6,16.9,-2.08,0.51,13.6,0.05,40,168,1.07997,3.72,0.52,9.6,1,8,4
14802,6,8.2,0.18,1.3,22.5,0.033,337,-321,0.95748,3,1.49,14.3,1,9,3
14803,2,7.1,-0.44,0.26,1.9,0.044,12,86,0.9934,3.63,0.67,12.2,-1,8,
14804,3,7,0.16,-0.34,2.6,,223,90,0.99047,2.01,2.03,11.2,-1,7,1
14805,0,6,1.84,1.47,4.8,0.04,41,281,0.91065,4.49,0.56,,1,7,
14806,5,-6.4,1.68,-0.52,6.9,-0.264,278,0,0.97294,3.44,0.6,10.5,1,8,1
14808,5,4.3,0.36,0.43,43.6,0.053,16,,0.9982,2.83,2.02,9.5,1,9,4
14809,2,-4.4,0.485,0.43,-15.8,0.293,58,103,0.994,2.9,-1.17,4.9,0,6,1
14810,3,11.7,1.32,0.38,-61.5,0.028,-267,-127,0.993,2.79,0.54,5.3,-1,7,
14811,3,24.3,1.89,1.51,-48.2,0.046,10,-781,0.95497,3.06,2.18,10.8,1,10,2
14813,4,6.3,0.34,1.82,6.3,,139,185,0.99481,3.18,,9.6,1,7,2
14814,6,-14.9,-0.93,0.29,19.6,0.093,234,91,0.9952,2.05,0.46,5.4,0,7,2
14816,4,10.9,0.3,0.44,18.5,0.654,267,224,0.99956,3.93,0.29,13.3,1,7,2
14817,4,8,0.29,0.49,72.6,0.034,259,-264,0.98024,3.18,,,-1,9,3
